time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-20 00:00:00+00:00,33,9,0,0
2026-06-21 00:00:00+00:00,27,7,0,0
2026-06-22 00:00:00+00:00,45,12,0,0
2026-06-23 00:00:00+00:00,44,13,0,0
2026-06-24 00:00:00+00:00,27,7,0,0
2026-06-25 00:00:00+00:00,19,5,0,0
2026-06-26 00:00:00+00:00,18,5,0,0
2026-06-27 00:00:00+00:00,17,6,0,0
2026-06-28 00:00:00+00:00,20,7,0,0
2026-06-29 00:00:00+00:00,8,3,0,0
2026-06-30 00:00:00+00:00,1,1,0,0
2026-07-01 00:00:00+00:00,1,1,0,0
2026-07-02 00:00:00+00:00,15,6,0,0
2026-07-03 00:00:00+00:00,9,4,0,0
