url_path,views_total,views_unique
/OSU-Nowlab/Infer-HiRes,6,3
/OSU-Nowlab/Infer-HiRes/commits/main,1,1
/OSU-Nowlab/Infer-HiRes/graphs/commit-activity,1,1
